receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia,tokens_linea,lemas_linea,tokens_ingrediente,lemas_ingrediente,ingrediente_linea_lematizada,ingrediente_nombre_lematizado
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,2,2 aguacates pequeños,2,2.0,,aguacates pequeños,2 aguacates pequenos,aguacates pequenos,,"['2', 'aguacates', 'pequenos']","['2', 'aguacat', 'pequeno']","['aguacates', 'pequenos']","['aguacat', 'pequeno']",2 aguacat pequeno,aguacat pequeno
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,3,"4 pechugas de pollo con hueso, piel de",4,4.0,,"pechugas de pollo con hueso, piel de","4 pechugas de pollo con hueso, piel de","pechugas de pollo con hueso, piel de",,"['4', 'pechugas', 'de', 'pollo', 'con', 'hueso', 'piel', 'de']","['4', 'pechuga', 'de', 'pollo', 'con', 'hueso', 'piel', 'de']","['pechugas', 'de', 'pollo', 'con', 'hueso', 'piel', 'de']","['pechuga', 'de', 'pollo', 'con', 'hueso', 'piel', 'de']",4 pechuga de pollo con hueso piel de,pechuga de pollo con hueso piel de
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,4,Aceite de oliva,,,,Aceite de oliva,aceite de oliva,aceite de oliva,,"['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']",aceite de oliva,aceite de oliva
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,5,Sal y pimienta molida,,,,Sal y pimienta molida,sal y pimienta molida,sal y pimienta molida,,"['sal', 'y', 'pimienta', 'molida']","['sal', 'y', 'pimienta', 'molido']","['sal', 'y', 'pimienta', 'molida']","['sal', 'y', 'pimienta', 'molido']",sal y pimienta molido,sal y pimienta molido
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,6,½ taza de mayonesa,½,0.5,taza,mayonesa,1/2 taza de mayonesa,mayonesa,taza,"['1/2', 'taza', 'de', 'mayonesa']","['1/2', 'taza', 'de', 'mayonesa']",['mayonesa'],['mayonesa'],1/2 taza de mayonesa,mayonesa
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,7,4 cucharadas de jugo de limón,4,4.0,cucharadas,jugo de limón,4 cucharadas de jugo de limon,jugo de limon,cucharada,"['4', 'cucharadas', 'de', 'jugo', 'de', 'limon']","['4', 'cucharada', 'de', 'jugo', 'de', 'limon']","['jugo', 'de', 'limon']","['jugo', 'de', 'limon']",4 cucharada de jugo de limon,jugo de limon
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,8,¼ cucharadita de azúcar,¼,0.25,cucharadita,azúcar,1/4 cucharadita de azucar,azucar,cucharadita,"['1/4', 'cucharadita', 'de', 'azucar']","['1/4', 'cucharadita', 'de', 'azucar']",['azucar'],['azucar'],1/4 cucharadita de azucar,azucar
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,9,¼ de cucharadita de comino en polvo,¼,0.25,,de cucharadita de comino en polvo,1/4 de cucharadita de comino en polvo,de cucharadita de comino en polvo,,"['1/4', 'de', 'cucharadita', 'de', 'comino', 'en', 'polvo']","['1/4', 'de', 'cucharadita', 'de', 'comino', 'en', 'polvo']","['de', 'cucharadita', 'de', 'comino', 'en', 'polvo']","['de', 'cucharadita', 'de', 'comino', 'en', 'polvo']",1/4 de cucharadita de comino en polvo,de cucharadita de comino en polvo
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,10,¼ de taza de cebolla picada,¼,0.25,,de taza de cebolla picada,1/4 de taza de cebolla picada,de taza de cebolla picada,,"['1/4', 'de', 'taza', 'de', 'cebolla', 'picada']","['1/4', 'de', 'taza', 'de', 'cebolla', 'picado']","['de', 'taza', 'de', 'cebolla', 'picada']","['de', 'taza', 'de', 'cebolla', 'picado']",1/4 de taza de cebolla picado,de taza de cebolla picado
86afb0a4-e16a-11ed-9fae-a96d6180cd25,Arepas con Pollo y Aguacate,11,4 cucharadas de cilantro fresco picado,4,4.0,cucharadas,cilantro fresco picado,4 cucharadas de cilantro fresco picado,cilantro fresco picado,cucharada,"['4', 'cucharadas', 'de', 'cilantro', 'fresco', 'picado']","['4', 'cucharada', 'de', 'cilantro', 'fresco', 'picado']","['cilantro', 'fresco', 'picado']","['cilantro', 'fresco', 'picado']",4 cucharada de cilantro fresco picado,cilantro fresco picado
86afb0a5-e16a-11ed-8865-a96d6180cd25,Garullas Colombianas,1,½ libra de mantequilla blanda,½,0.5,libra,mantequilla blanda,1/2 libra de mantequilla blanda,mantequilla blanda,libra,"['1/2', 'libra', 'de', 'mantequilla', 'blanda']","['1/2', 'librar', 'de', 'mantequilla', 'blando']","['mantequilla', 'blanda']","['mantequilla', 'blando']",1/2 librar de mantequilla blando,mantequilla blando
86afb0a5-e16a-11ed-8865-a96d6180cd25,Garullas Colombianas,2,1 taza de azúcar,1,1.0,taza,azúcar,1 taza de azucar,azucar,taza,"['1', 'taza', 'de', 'azucar']","['1', 'taza', 'de', 'azucar']",['azucar'],['azucar'],1 taza de azucar,azucar
86afb0a5-e16a-11ed-8865-a96d6180cd25,Garullas Colombianas,3,2 tazas de harina de maíz precocida Masarepa,2,2.0,tazas,harina de maíz precocida Masarepa,2 tazas de harina de maiz precocida masarepa,harina de maiz precocida masarepa,taza,"['2', 'tazas', 'de', 'harina', 'de', 'maiz', 'precocida', 'masarepa']","['2', 'taza', 'de', 'harina', 'de', 'maiz', 'precocido', 'masarepa']","['harina', 'de', 'maiz', 'precocida', 'masarepa']","['harina', 'de', 'maiz', 'precocido', 'masarepa']",2 taza de harina de maiz precocido masarepa,harina de maiz precocido masarepa
86afb0a5-e16a-11ed-8865-a96d6180cd25,Garullas Colombianas,4,2 huevos,2,2.0,,huevos,2 huevos,huevos,,"['2', 'huevos']","['2', 'huevo']",['huevos'],['huevo'],2 huevo,huevo
86afb0a5-e16a-11ed-8865-a96d6180cd25,Garullas Colombianas,5,½ taza de harina de trigo dividida,½,0.5,taza,harina de trigo dividida,1/2 taza de harina de trigo dividida,harina de trigo dividida,taza,"['1/2', 'taza', 'de', 'harina', 'de', 'trigo', 'dividida']","['1/2', 'taza', 'de', 'harina', 'de', 'trigo', 'dividido']","['harina', 'de', 'trigo', 'dividida']","['harina', 'de', 'trigo', 'dividido']",1/2 taza de harina de trigo dividido,harina de trigo dividido
86afb0a5-e16a-11ed-8865-a96d6180cd25,Garullas Colombianas,6,1 libra de queso fresco o cuajada,1,1.0,libra,queso fresco o cuajada,1 libra de queso fresco o cuajada,queso fresco o cuajada,libra,"['1', 'libra', 'de', 'queso', 'fresco', 'o', 'cuajada']","['1', 'libra', 'de', 'queso', 'fresco', 'o', 'cuajado']","['queso', 'fresco', 'o', 'cuajada']","['queso', 'fresco', 'o', 'cuajado']",1 libra de queso fresco o cuajado,queso fresco o cuajado
86afb0a6-e16a-11ed-8944-a96d6180cd25,Pastel Hawaiano,1,1 paquete de hojas de hojaldre descongelado,1,1.0,paquete,hojas de hojaldre descongelado,1 paquete de hojas de hojaldre descongelado,hojas de hojaldre descongelado,paquete,"['1', 'paquete', 'de', 'hojas', 'de', 'hojaldre', 'descongelado']","['1', 'paquete', 'de', 'hoja', 'de', 'hojaldre', 'descongelado']","['hojas', 'de', 'hojaldre', 'descongelado']","['hoja', 'de', 'hojaldre', 'descongelado']",1 paquete de hoja de hojaldre descongelado,hoja de hojaldre descongelado
86afb0a6-e16a-11ed-8944-a96d6180cd25,Pastel Hawaiano,2,1 taza de Jamón en cubitos,1,1.0,taza,Jamón en cubitos,1 taza de jamon en cubitos,jamon en cubitos,taza,"['1', 'taza', 'de', 'jamon', 'en', 'cubitos']","['1', 'taza', 'de', 'jamon', 'en', 'cubito']","['jamon', 'en', 'cubitos']","['jamon', 'en', 'cubito']",1 taza de jamon en cubito,jamon en cubito
86afb0a6-e16a-11ed-8944-a96d6180cd25,Pastel Hawaiano,3,1 taza de queso mozzarella en cubitos o rallado,1,1.0,taza,queso mozzarella en cubitos o rallado,1 taza de queso mozzarella en cubitos o rallado,queso mozzarella en cubitos o rallado,taza,"['1', 'taza', 'de', 'queso', 'mozzarella', 'en', 'cubitos', 'o', 'rallado']","['1', 'taza', 'de', 'queso', 'mozzarella', 'en', 'cubito', 'o', 'rallado']","['queso', 'mozzarella', 'en', 'cubitos', 'o', 'rallado']","['queso', 'mozzarella', 'en', 'cubito', 'o', 'rallado']",1 taza de queso mozzarella en cubito o rallado,queso mozzarella en cubito o rallado
86afb0a6-e16a-11ed-8944-a96d6180cd25,Pastel Hawaiano,4,1 taza de piña cortada en cubitos,1,1.0,taza,piña cortada en cubitos,1 taza de pina cortada en cubitos,pina cortada en cubitos,taza,"['1', 'taza', 'de', 'pina', 'cortada', 'en', 'cubitos']","['1', 'taza', 'de', 'pina', 'cortado', 'en', 'cubito']","['pina', 'cortada', 'en', 'cubitos']","['pina', 'cortado', 'en', 'cubito']",1 taza de pina cortado en cubito,pina cortado en cubito
86afb0a6-e16a-11ed-8944-a96d6180cd25,Pastel Hawaiano,5,2 huevos batidos con 1 cucharada de agua,2,2.0,,huevos batidos con 1 cucharada de agua,2 huevos batidos con 1 cucharada de agua,huevos batidos con 1 cucharada de agua,,"['2', 'huevos', 'batidos', 'con', '1', 'cucharada', 'de', 'agua']","['2', 'huevo', 'batido', 'con', '1', 'cucharada', 'de', 'agua']","['huevos', 'batidos', 'con', '1', 'cucharada', 'de', 'agua']","['huevo', 'batido', 'con', '1', 'cucharada', 'de', 'agua']",2 huevo batido con 1 cucharada de agua,huevo batido con 1 cucharada de agua
86afb0a7-e16a-11ed-b390-a96d6180cd25,Bollos de Mazorca,1,10 mazorcas frescas de maíz con hojas,10,10.0,,mazorcas frescas de maíz con hojas,10 mazorcas frescas de maiz con hojas,mazorcas frescas de maiz con hojas,,"['10', 'mazorcas', 'frescas', 'de', 'maiz', 'con', 'hojas']","['10', 'mazorca', 'fresco', 'de', 'maiz', 'con', 'hoja']","['mazorcas', 'frescas', 'de', 'maiz', 'con', 'hojas']","['mazorca', 'fresco', 'de', 'maiz', 'con', 'hoja']",10 mazorca fresco de maiz con hoja,mazorca fresco de maiz con hoja
86afb0a7-e16a-11ed-b390-a96d6180cd25,Bollos de Mazorca,2,3 cucharadas de harina de maíz,3,3.0,cucharadas,harina de maíz,3 cucharadas de harina de maiz,harina de maiz,cucharada,"['3', 'cucharadas', 'de', 'harina', 'de', 'maiz']","['3', 'cucharada', 'de', 'harina', 'de', 'maiz']","['harina', 'de', 'maiz']","['harina', 'de', 'maiz']",3 cucharada de harina de maiz,harina de maiz
86afb0a7-e16a-11ed-b390-a96d6180cd25,Bollos de Mazorca,3,2 cucharadas de azúcar,2,2.0,cucharadas,azúcar,2 cucharadas de azucar,azucar,cucharada,"['2', 'cucharadas', 'de', 'azucar']","['2', 'cucharada', 'de', 'azucar']",['azucar'],['azucar'],2 cucharada de azucar,azucar
86afb0a7-e16a-11ed-b390-a96d6180cd25,Bollos de Mazorca,4,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita,"['1/2', 'cucharadita', 'de', 'sal']","['1/2', 'cucharaditar', 'de', 'sal']",['sal'],['sal'],1/2 cucharaditar de sal,sal
86afb0a7-e16a-11ed-b390-a96d6180cd25,Bollos de Mazorca,5,Pita de cocina,,,,Pita de cocina,pita de cocina,pita de cocina,,"['pita', 'de', 'cocina']","['pita', 'de', 'cocina']","['pita', 'de', 'cocina']","['pita', 'de', 'cocina']",pita de cocina,pita de cocina
86afb0a7-e16a-11ed-b390-a96d6180cd25,Bollos de Mazorca,6,Queso y mantequilla para servir,,,,Queso y mantequilla para servir,queso y mantequilla para servir,queso y mantequilla para servir,,"['queso', 'y', 'mantequilla', 'para', 'servir']","['queso', 'y', 'mantequilla', 'para', 'servir']","['queso', 'y', 'mantequilla', 'para', 'servir']","['queso', 'y', 'mantequilla', 'para', 'servir']",queso y mantequilla para servir,queso y mantequilla para servir
86afb0a8-e16a-11ed-a9a5-a96d6180cd25,Batido de Papaya,1,2 tazas de papaya fresca cortadas en trozos,2,2.0,tazas,papaya fresca cortadas en trozos,2 tazas de papaya fresca cortadas en trozos,papaya fresca cortadas en trozos,taza,"['2', 'tazas', 'de', 'papaya', 'fresca', 'cortadas', 'en', 'trozos']","['2', 'taza', 'de', 'papaya', 'fresca', 'cortado', 'en', 'trozo']","['papaya', 'fresca', 'cortadas', 'en', 'trozos']","['papaya', 'fresca', 'cortado', 'en', 'trozo']",2 taza de papaya fresca cortado en trozo,papaya fresca cortado en trozo
86afb0a8-e16a-11ed-a9a5-a96d6180cd25,Batido de Papaya,2,3 tazas de leche,3,3.0,tazas,leche,3 tazas de leche,leche,taza,"['3', 'tazas', 'de', 'leche']","['3', 'taza', 'de', 'leche']",['leche'],['leche'],3 taza de leche,leche
86afb0a8-e16a-11ed-a9a5-a96d6180cd25,Batido de Papaya,3,¾ taza de azúcar o a tu gusto,¾,0.75,taza,azúcar o a tu gusto,3/4 taza de azucar o a tu gusto,azucar o a tu gusto,taza,"['3/4', 'taza', 'de', 'azucar', 'o', 'a', 'tu', 'gusto']","['3/4', 'tazo', 'de', 'azucar', 'o', 'a', 'tu', 'gusto']","['azucar', 'o', 'a', 'tu', 'gusto']","['azucar', 'o', 'a', 'tu', 'gusto']",3/4 tazo de azucar o a tu gusto,azucar o a tu gusto
86afb0a8-e16a-11ed-a9a5-a96d6180cd25,Batido de Papaya,4,1 taza de hielo triturado,1,1.0,taza,hielo triturado,1 taza de hielo triturado,hielo triturado,taza,"['1', 'taza', 'de', 'hielo', 'triturado']","['1', 'taza', 'de', 'hielo', 'triturado']","['hielo', 'triturado']","['hielo', 'triturado']",1 taza de hielo triturado,hielo triturado
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,1,4 plátanos verdes pelados y cortados en trozos (6 guineos),4,4.0,,plátanos verdes pelados y cortados en trozos (6 guineos),4 platanos verdes pelados y cortados en trozos 6 guineos,platanos verdes pelados y cortados en trozos 6 guineos,,"['4', 'platanos', 'verdes', 'pelados', 'y', 'cortados', 'en', 'trozos', '6', 'guineos']","['4', 'platano', 'verde', 'pelado', 'y', 'cortado', 'en', 'trozo', '6', 'guineo']","['platanos', 'verdes', 'pelados', 'y', 'cortados', 'en', 'trozos', '6', 'guineos']","['platano', 'verde', 'pelado', 'y', 'cortado', 'en', 'trozo', '6', 'guineo']",4 platano verde pelado y cortado en trozo 6 guineo,platano verde pelado y cortado en trozo 6 guineo
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,2,2 cucharadas de mantequilla,2,2.0,cucharadas,mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada,"['2', 'cucharadas', 'de', 'mantequilla']","['2', 'cucharada', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],2 cucharada de mantequilla,mantequilla
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,3,1 cucharada de aceite,1,1.0,cucharada,aceite,1 cucharada de aceite,aceite,cucharada,"['1', 'cucharada', 'de', 'aceite']","['1', 'cucharada', 'de', 'aceite']",['aceite'],['aceite'],1 cucharada de aceite,aceite
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,4,1 taza de cebolla finamente picada,1,1.0,taza,cebolla finamente picada,1 taza de cebolla finamente picada,cebolla finamente picada,taza,"['1', 'taza', 'de', 'cebolla', 'finamente', 'picada']","['1', 'taza', 'de', 'cebolla', 'finamente', 'picado']","['cebolla', 'finamente', 'picada']","['cebollo', 'finamente', 'picado']",1 taza de cebolla finamente picado,cebollo finamente picado
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,5,2 cebollas largas cortadas en trozos pequeños,2,2.0,,cebollas largas cortadas en trozos pequeños,2 cebollas largas cortadas en trozos pequenos,cebollas largas cortadas en trozos pequenos,,"['2', 'cebollas', 'largas', 'cortadas', 'en', 'trozos', 'pequenos']","['2', 'cebolla', 'larga', 'cortado', 'en', 'trozo', 'pequeno']","['cebollas', 'largas', 'cortadas', 'en', 'trozos', 'pequenos']","['cebolla', 'larga', 'cortado', 'en', 'trozo', 'pequeno']",2 cebolla larga cortado en trozo pequeno,cebolla larga cortado en trozo pequeno
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,6,2 tomates cortados en cubitos,2,2.0,,tomates cortados en cubitos,2 tomates cortados en cubitos,tomates cortados en cubitos,,"['2', 'tomates', 'cortados', 'en', 'cubitos']","['2', 'tomate', 'cortado', 'en', 'cubito']","['tomates', 'cortados', 'en', 'cubitos']","['tomate', 'cortado', 'en', 'cubito']",2 tomate cortado en cubito,tomate cortado en cubito
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,7,3 dientes de ajo picados,3,3.0,dientes,ajo picados,3 dientes de ajo picados,ajo picados,diente,"['3', 'dientes', 'de', 'ajo', 'picados']","['3', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picados']","['agir', 'picado']",3 diente de ajo picado,agir picado
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,8,½ cucharadita de achiote molido,½,0.5,cucharadita,achiote molido,1/2 cucharadita de achiote molido,achiote molido,cucharadita,"['1/2', 'cucharadita', 'de', 'achiote', 'molido']","['1/2', 'cucharaditar', 'de', 'achiote', 'molido']","['achiote', 'molido']","['achiote', 'molido']",1/2 cucharaditar de achiote molido,achiote molido
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,9,Sal y pimienta para probar,,,,Sal y pimienta para probar,sal y pimienta para probar,sal y pimienta para probar,,"['sal', 'y', 'pimienta', 'para', 'probar']","['sal', 'y', 'pimiento', 'para', 'probar']","['sal', 'y', 'pimienta', 'para', 'probar']","['sal', 'y', 'pimiento', 'para', 'probar']",sal y pimiento para probar,sal y pimiento para probar
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,10,Aguacate para servir,,,,Aguacate para servir,aguacate para servir,aguacate para servir,,"['aguacate', 'para', 'servir']","['aguacate', 'para', 'servir']","['aguacate', 'para', 'servir']","['aguacate', 'para', 'servir']",aguacate para servir,aguacate para servir
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,11,queso costeño rallado para servir,,,,queso costeño rallado para servir,queso costeno rallado para servir,queso costeno rallado para servir,,"['queso', 'costeno', 'rallado', 'para', 'servir']","['queso', 'costeno', 'rallado', 'para', 'servir']","['queso', 'costeno', 'rallado', 'para', 'servir']","['queso', 'costeno', 'rallado', 'para', 'servir']",queso costeno rallado para servir,queso costeno rallado para servir
86afb0a9-e16a-11ed-887b-a96d6180cd25,Cayeye y Cabeza de Gato,12,huevos fritos o revueltos para servir,,,,huevos fritos o revueltos para servir,huevos fritos o revueltos para servir,huevos fritos o revueltos para servir,,"['huevos', 'fritos', 'o', 'revueltos', 'para', 'servir']","['huevo', 'frito', 'o', 'revuelto', 'para', 'servir']","['huevos', 'fritos', 'o', 'revueltos', 'para', 'servir']","['huevo', 'frito', 'o', 'revuelto', 'para', 'servir']",huevo frito o revuelto para servir,huevo frito o revuelto para servir
86afb0aa-e16a-11ed-95e7-a96d6180cd25,Bollo Limpio,1,5 tazas de maíz blanco cocido,5,5.0,tazas,maíz blanco cocido,5 tazas de maiz blanco cocido,maiz blanco cocido,taza,"['5', 'tazas', 'de', 'maiz', 'blanco', 'cocido']","['5', 'taza', 'de', 'maiz', 'blanco', 'cocido']","['maiz', 'blanco', 'cocido']","['maiz', 'blanco', 'cocido']",5 taza de maiz blanco cocido,maiz blanco cocido
86afb0aa-e16a-11ed-95e7-a96d6180cd25,Bollo Limpio,2,2 tazas de queso fresco rallado o desmenuzado,2,2.0,tazas,queso fresco rallado o desmenuzado,2 tazas de queso fresco rallado o desmenuzado,queso fresco rallado o desmenuzado,taza,"['2', 'tazas', 'de', 'queso', 'fresco', 'rallado', 'o', 'desmenuzado']","['2', 'taza', 'de', 'queso', 'fresco', 'rallado', 'o', 'desmenuzado']","['queso', 'fresco', 'rallado', 'o', 'desmenuzado']","['queso', 'fresco', 'rallado', 'o', 'desmenuzado']",2 taza de queso fresco rallado o desmenuzado,queso fresco rallado o desmenuzado
86afb0aa-e16a-11ed-95e7-a96d6180cd25,Bollo Limpio,3,6 cucharadas de mantequilla derretida,6,6.0,cucharadas,mantequilla derretida,6 cucharadas de mantequilla derretida,mantequilla derretida,cucharada,"['6', 'cucharadas', 'de', 'mantequilla', 'derretida']","['6', 'cucharada', 'de', 'mantequilla', 'derretido']","['mantequilla', 'derretida']","['mantequilla', 'derretido']",6 cucharada de mantequilla derretido,mantequilla derretido
86afb0aa-e16a-11ed-95e7-a96d6180cd25,Bollo Limpio,4,Sal a su gusto,,,,Sal a su gusto,sal a su gusto,sal a su gusto,,"['sal', 'a', 'su', 'gusto']","['sal', 'a', 'su', 'gusto']","['sal', 'a', 'su', 'gusto']","['sal', 'a', 'su', 'gusto']",sal a su gusto,sal a su gusto
86afb0aa-e16a-11ed-95e7-a96d6180cd25,Bollo Limpio,5,Hojas de maíz para envolver,,,,Hojas de maíz para envolver,hojas de maiz para envolver,hojas de maiz para envolver,,"['hojas', 'de', 'maiz', 'para', 'envolver']","['hoja', 'de', 'maiz', 'para', 'envolver']","['hojas', 'de', 'maiz', 'para', 'envolver']","['hoja', 'de', 'maiz', 'para', 'envolver']",hoja de maiz para envolver,hoja de maiz para envolver
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,1,2 ¼ cucharaditas de levadura,2 ¼,2.25,cucharaditas,levadura,2 1/4 cucharaditas de levadura,levadura,cucharadita,"['2', '1/4', 'cucharaditas', 'de', 'levadura']","['2', '1/4', 'cucharadita', 'de', 'levadura']",['levadura'],['levadurar'],2 1/4 cucharadita de levadura,levadurar
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,2,7 oz + 4 cucharadas de agua tibia,7,7.0,,oz + 4 cucharadas de agua tibia,7 oz 4 cucharadas de agua tibia,oz 4 cucharadas de agua tibia,,"['7', 'oz', '4', 'cucharadas', 'de', 'agua', 'tibia']","['7', 'oz', '4', 'cucharada', 'de', 'agua', 'tibio']","['oz', '4', 'cucharadas', 'de', 'agua', 'tibia']","['oz', '4', 'cucharada', 'de', 'agua', 'tibio']",7 oz 4 cucharada de agua tibio,oz 4 cucharada de agua tibio
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,3,4 tazas de harina para todo uso,4,4.0,tazas,harina para todo uso,4 tazas de harina para todo uso,harina para todo uso,taza,"['4', 'tazas', 'de', 'harina', 'para', 'todo', 'uso']","['4', 'taza', 'de', 'harina', 'para', 'todo', 'uso']","['harina', 'para', 'todo', 'uso']","['harina', 'para', 'todo', 'uso']",4 taza de harina para todo uso,harina para todo uso
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,4,1 cucharadita de sal,1,1.0,cucharadita,sal,1 cucharadita de sal,sal,cucharadita,"['1', 'cucharadita', 'de', 'sal']","['1', 'cucharadita', 'de', 'sal']",['sal'],['sal'],1 cucharadita de sal,sal
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,5,½ taza de azúcar y un poco más para adornar,½,0.5,taza,azúcar y un poco más para adornar,1/2 taza de azucar y un poco mas para adornar,azucar y un poco mas para adornar,taza,"['1/2', 'taza', 'de', 'azucar', 'y', 'un', 'poco', 'mas', 'para', 'adornar']","['1/2', 'tazar', 'de', 'azucar', 'y', 'uno', 'poco', 'mas', 'para', 'adornar']","['azucar', 'y', 'un', 'poco', 'mas', 'para', 'adornar']","['azucar', 'y', 'uno', 'poco', 'mas', 'para', 'adornar']",1/2 tazar de azucar y uno poco mas para adornar,azucar y uno poco mas para adornar
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,6,½ taza de mantequilla sin sal derretida,½,0.5,taza,mantequilla sin sal derretida,1/2 taza de mantequilla sin sal derretida,mantequilla sin sal derretida,taza,"['1/2', 'taza', 'de', 'mantequilla', 'sin', 'sal', 'derretida']","['1/2', 'taza', 'de', 'mantequilla', 'sin', 'sal', 'derretido']","['mantequilla', 'sin', 'sal', 'derretida']","['mantequilla', 'sin', 'sal', 'derretido']",1/2 taza de mantequilla sin sal derretido,mantequilla sin sal derretido
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,7,1 cucharada de extracto de vainilla,1,1.0,cucharada,extracto de vainilla,1 cucharada de extracto de vainilla,extracto de vainilla,cucharada,"['1', 'cucharada', 'de', 'extracto', 'de', 'vainilla']","['1', 'cucharada', 'de', 'extracto', 'de', 'vainilla']","['extracto', 'de', 'vainilla']","['extracto', 'de', 'vainilla']",1 cucharada de extracto de vainilla,extracto de vainilla
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,8,2 huevos grandes a temperatura ambiente,2,2.0,,huevos grandes a temperatura ambiente,2 huevos grandes a temperatura ambiente,huevos grandes a temperatura ambiente,,"['2', 'huevos', 'grandes', 'a', 'temperatura', 'ambiente']","['2', 'huevo', 'grande', 'a', 'temperatura', 'ambiente']","['huevos', 'grandes', 'a', 'temperatura', 'ambiente']","['huevo', 'grande', 'a', 'temperatura', 'ambiente']",2 huevo grande a temperatura ambiente,huevo grande a temperatura ambiente
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,9,1 huevo batido para el glaseado,1,1.0,,huevo batido para el glaseado,1 huevo batido para el glaseado,huevo batido para el glaseado,,"['1', 'huevo', 'batido', 'para', 'el', 'glaseado']","['1', 'huevo', 'batido', 'para', 'el', 'glaseado']","['huevo', 'batido', 'para', 'el', 'glaseado']","['huevo', 'batido', 'para', 'el', 'glaseado']",1 huevo batido para el glaseado,huevo batido para el glaseado
86afb0ab-e16a-11ed-87f4-a96d6180cd25,Mojicones o Pan Mojicón,10,2 cucharadas de mantequilla derretida para el glaseado,2,2.0,cucharadas,mantequilla derretida para el glaseado,2 cucharadas de mantequilla derretida para el glaseado,mantequilla derretida para el glaseado,cucharada,"['2', 'cucharadas', 'de', 'mantequilla', 'derretida', 'para', 'el', 'glaseado']","['2', 'cucharada', 'de', 'mantequilla', 'derretido', 'para', 'el', 'glaseado']","['mantequilla', 'derretida', 'para', 'el', 'glaseado']","['mantequilla', 'derretido', 'para', 'el', 'glaseado']",2 cucharada de mantequilla derretido para el glaseado,mantequilla derretido para el glaseado
86afb0ac-e16a-11ed-8936-a96d6180cd25,Regañonas o Torticas de Maiz,1,4 mazorcas,4,4.0,,mazorcas,4 mazorcas,mazorcas,,"['4', 'mazorcas']","['4', 'mazorca']",['mazorcas'],['mazorca'],4 mazorca,mazorca
86afb0ac-e16a-11ed-8936-a96d6180cd25,Regañonas o Torticas de Maiz,2,3 huevos batidos,3,3.0,,huevos batidos,3 huevos batidos,huevos batidos,,"['3', 'huevos', 'batidos']","['3', 'huevo', 'batido']","['huevos', 'batidos']","['huevo', 'batido']",3 huevo batido,huevo batido
